uid,Name,Email,Gender,Phone,Address,Date of Birth
978,Aniruddh Bhardwaj,srivastavasara@hotmail.com,Female,7082509246,"H.No. 597
Goda Chowk, Guntur, Bihar - 686001, India",25-07-2002
979,Aarav Raval,gkar@shetty-swaminathan.com,Female,9644209671,"H.No. 46, Badami Circle, Shahjahanpur, Uttar Pradesh - 950762, India",24-10-1974
980,Vardaniya Gulati,vedikabains@chatterjee.com,Male,7576040383,"H.No. 44
Ramakrishnan Circle, Cuttack, Uttar Pradesh - 359432, India",31-08-1965
981,Mishti Lala,mishtidalia@yahoo.com,Female,9214972875,"95/23, Lata Road, Khora , Karnataka - 531632, India",16-05-1978
982,Tara Gandhi,ishukla@ahluwalia.net,Female,6428901311,"76/702
Mand Circle, Gangtok, Uttarakhand - 771871, India",26-03-1988
983,Veer Rana,gokulsabharwal@subramaniam-agate.biz,Female,7627706544,"91/74, Babu Ganj, Ahmednagar, Arunachal Pradesh - 724805, India",17-02-1967
984,Yashvi Master,nishith05@kothari.com,Female,6955797965,"09/30
Bala Circle, Gwalior, Haryana - 762928, India",01-02-1993
985,Ojas Borra,hansh29@vasa.com,Male,9149413594,"H.No. 039
Gupta Path, Warangal, Maharashtra - 433951, India",18-09-1994
986,Kiara Sami,sethanya@batta-rama.net,Female,7738001645,"572, Roy Path, Bihar Sharif, Meghalaya - 165418, India",30-12-1988
987,Misha Basak,jcomar@yahoo.com,Female,9996112985,"48/416
Yohannan Nagar, Kavali, Chhattisgarh - 113649, India",26-04-1977
988,Damini Bath,samradivyansh@shankar.org,Male,9652724973,"26/39
Kaur Nagar, Guntakal, Jharkhand - 865247, India",01-11-1966
989,Charvi Jha,neysa34@sahni.biz,Male,8427039298,"H.No. 82
Bawa Path, Pudukkottai, Maharashtra - 134462, India",24-04-1995
990,Indrajit Khalsa,valadivij@ravel.com,Female,9512003233,"83/30
Goel Road, Surat, Jharkhand - 885361, India",21-07-1992
991,Ishaan Aggarwal,drishyakoshy@gmail.com,Female,8885246726,"H.No. 449, Toor, Mira-Bhayandar, Gujarat - 361248, India",09-07-2006
992,Shray Jani,nsodhi@kumar-lalla.com,Female,7262121306,"H.No. 568, Ray Zila, Jhansi, Maharashtra - 733723, India",09-07-1991
993,Mishti Gopal,ishitavenkataraman@dass-tandon.com,Male,9211044888,"H.No. 23, Deo, Kishanganj, Assam - 172370, India",30-10-2005
994,Hrishita Sarraf,tdin@agarwal.com,Male,7937770132,"38/604
Rama Nagar, Srikakulam, Telangana - 725247, India",28-12-1974
995,Hiran Kari,eshanighosh@arora.com,Female,7031892281,"21/89
Sahni Chowk, Kishanganj, Uttar Pradesh - 165393, India",16-12-1969
996,Anya Deshpande,aaravdyal@dhar.info,Male,7551953359,"54/31
Butala Circle, Nellore, Punjab - 401264, India",17-12-1977
997,Miraya Wadhwa,aayush69@chand-hans.biz,Female,6860911786,"739
Thakkar Nagar, Vijayawada, West Bengal - 030032, India",10-10-1971
998,Dishani Taneja,riaan62@hotmail.com,Male,7134441234,"H.No. 651
Desai Nagar, Kanpur, Uttar Pradesh - 206434, India",17-03-1972
999,Piya Sehgal,devanshvenkatesh@saini.com,Male,9566822569,"01/11
Sani Street, Sirsa, Maharashtra - 529968, India",02-06-2003
